"subject","session","run","task","file","path","FD"
"INET016","2",3,"rest","sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-2/func/FD_outputs/sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt",251
"INET016","2",4,"rest","sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-2/func/FD_outputs/sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt",256
"INET016","2",5,"rest","sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-2/func/FD_outputs/sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt",262
"INET016","2",6,"rest","sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-2/func/FD_outputs/sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt",254
"INET016","2",7,"rest","sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-2/func/FD_outputs/sub-INET016_ses-2_task-rest_desc-framenums_fFD.txt",251
"INET016","3",1,"rest","sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-3/func/FD_outputs/sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt",263
"INET016","3",2,"rest","sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-3/func/FD_outputs/sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt",250
"INET016","3",3,"rest","sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-3/func/FD_outputs/sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt",259
"INET016","3",4,"rest","sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-3/func/FD_outputs/sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt",264
"INET016","3",5,"rest","sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-3/func/FD_outputs/sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt",254
"INET016","3",6,"rest","sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-3/func/FD_outputs/sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt",265
"INET016","3",7,"rest","sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-3/func/FD_outputs/sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt",262
"INET016","3",8,"rest","sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-3/func/FD_outputs/sub-INET016_ses-3_task-rest_desc-framenums_fFD.txt",258
"INET016","4",1,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",247
"INET016","4",2,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",253
"INET016","4",3,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",254
"INET016","4",4,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",257
"INET016","4",5,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",254
"INET016","4",6,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",229
"INET016","4",7,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",230
"INET016","4",8,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",219
"INET016","4",9,"rest","sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET016/ses-4/func/FD_outputs/sub-INET016_ses-4_task-rest_desc-framenums_fFD.txt",236
"INET018","1",1,"rest","sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-1/func/FD_outputs/sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt",265
"INET018","1",2,"rest","sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-1/func/FD_outputs/sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt",264
"INET018","1",3,"rest","sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-1/func/FD_outputs/sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt",264
"INET018","1",4,"rest","sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-1/func/FD_outputs/sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt",265
"INET018","1",5,"rest","sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-1/func/FD_outputs/sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt",265
"INET018","1",6,"rest","sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-1/func/FD_outputs/sub-INET018_ses-1_task-rest_desc-framenums_fFD.txt",265
"INET018","2",1,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",264
"INET018","2",2,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",265
"INET018","2",3,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",265
"INET018","2",4,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",265
"INET018","2",5,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",265
"INET018","2",6,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",264
"INET018","2",7,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",258
"INET018","2",8,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",264
"INET018","2",9,"rest","sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-2/func/FD_outputs/sub-INET018_ses-2_task-rest_desc-framenums_fFD.txt",265
"INET018","3",1,"rest","sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-3/func/FD_outputs/sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt",264
"INET018","3",2,"rest","sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-3/func/FD_outputs/sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt",264
"INET018","3",3,"rest","sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-3/func/FD_outputs/sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt",260
"INET018","3",4,"rest","sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-3/func/FD_outputs/sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt",260
"INET018","3",5,"rest","sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-3/func/FD_outputs/sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt",265
"INET018","3",6,"rest","sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-3/func/FD_outputs/sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt",265
"INET018","3",7,"rest","sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-3/func/FD_outputs/sub-INET018_ses-3_task-rest_desc-framenums_fFD.txt",265
"INET018","4",1,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",265
"INET018","4",2,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",264
"INET018","4",3,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",257
"INET018","4",4,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",265
"INET018","4",5,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",265
"INET018","4",6,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",262
"INET018","4",7,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",265
"INET018","4",8,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",265
"INET018","4",9,"rest","sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET018/ses-4/func/FD_outputs/sub-INET018_ses-4_task-rest_desc-framenums_fFD.txt",265
"INET019","1",1,"rest","sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-1/func/FD_outputs/sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt",258
"INET019","1",2,"rest","sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-1/func/FD_outputs/sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt",248
"INET019","1",3,"rest","sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-1/func/FD_outputs/sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt",236
"INET019","1",4,"rest","sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-1/func/FD_outputs/sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt",248
"INET019","1",5,"rest","sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-1/func/FD_outputs/sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt",239
"INET019","1",6,"rest","sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-1/func/FD_outputs/sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt",246
"INET019","1",7,"rest","sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-1/func/FD_outputs/sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt",232
"INET019","1",8,"rest","sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-1/func/FD_outputs/sub-INET019_ses-1_task-rest_desc-framenums_fFD.txt",234
"INET019","2",1,"rest","sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-2/func/FD_outputs/sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt",258
"INET019","2",2,"rest","sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-2/func/FD_outputs/sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt",218
"INET019","2",3,"rest","sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-2/func/FD_outputs/sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt",254
"INET019","2",4,"rest","sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-2/func/FD_outputs/sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt",258
"INET019","2",5,"rest","sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-2/func/FD_outputs/sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt",229
"INET019","2",6,"rest","sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-2/func/FD_outputs/sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt",248
"INET019","2",7,"rest","sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-2/func/FD_outputs/sub-INET019_ses-2_task-rest_desc-framenums_fFD.txt",262
"INET019","3",1,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",265
"INET019","3",2,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",256
"INET019","3",3,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",259
"INET019","3",4,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",255
"INET019","3",5,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",259
"INET019","3",6,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",261
"INET019","3",7,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",261
"INET019","3",8,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",240
"INET019","3",9,"rest","sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-3/func/FD_outputs/sub-INET019_ses-3_task-rest_desc-framenums_fFD.txt",262
"INET019","4",1,"rest","sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-4/func/FD_outputs/sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt",262
"INET019","4",2,"rest","sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-4/func/FD_outputs/sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt",264
"INET019","4",3,"rest","sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-4/func/FD_outputs/sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt",263
"INET019","4",4,"rest","sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-4/func/FD_outputs/sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt",262
"INET019","4",5,"rest","sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-4/func/FD_outputs/sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt",257
"INET019","4",6,"rest","sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt","/Volumes/illinois-las-psych-gratton/iNetworks/Nifti/derivatives/preproc_fmriprep-24.1.1/sub-INET019/ses-4/func/FD_outputs/sub-INET019_ses-4_task-rest_desc-framenums_fFD.txt",261
